"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3782","Estoy en la pagina principal de telcel","","Mon Oct 13 11:17:17 CST 2025","passed","Mon Oct 13 11:17:21 CST 2025","","Terminos y condiciones:","Terminos y condiciones:","Estoy en la pagina principal de telcel"
